번호,관리번호,지정일자,해제일자,운영상태,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보X(EPSG5179),좌표정보Y(EPSG5179),시도
14417,4840000-S200300002,2003-07-05,,사용중,대림아파트 지하주차장 1층,공공용시설,전라남도 광양시 광양읍 대림오성로 11 (대림아파트),전라남도 광양시 광양읍 1755번지 1호,57760.0,지하,6581.85,6581,2025-03-27 18:53:10,U,2025-03-29 02:40:00,34,58,8.28,127,33,50.6,34.968804649597885,127.5643306314579,1005872.503989,1663770.497213,전라남도
14418,4840000-S200400004,2004-01-01,,사용중,성호2차아파트1 지하주차장 1층,공공용시설,"전라남도 광양시 광장로 70 (중동, 성호2차아파트)",전라남도 광양시 중동 1666번지 2호,57792.0,지하,25139.0,30471,2024-01-24 20:09:38,U,2024-01-26 02:40:00,34,55,53.87,127,41,30.75,34.93265083218717,127.69150456769135,1017489.426303,1659776.055914,전라남도
14419,4840000-S200500001,1999-01-01,,사용중,금호동 사랑아파트 7동 지하 1층 56s/s 기계실,공공용시설,"전라남도 광양시 금호로 73 (금호동, 사랑아파트)",전라남도 광양시 금호동 624번지 13호,57811.0,지하,330.58,330,2025-03-27 18:53:10,U,2025-03-29 02:40:00,34,56,4.41,127,43,0.43,34.93358212692913,127.7180414995025,1019912.728007,1659884.291846,전라남도
14420,4840000-S200800001,2008-01-01,,사용중,광양읍사무소 지하 1층,공공용시설,전라남도 광양시 광양읍 남등길 6 (광양읍사무소),전라남도 광양시 광양읍 946번지,57739.0,지하,100.0,100,2025-03-27 18:53:10,U,2025-03-29 02:40:00,34,58,24.7,127,34,50.21,34.97288414578791,127.58103517052828,1007397.032792,1664224.004484,전라남도
14421,4840000-S200900002,2009-03-03,,사용중,금광블루빌아파트 지하주차장 1층,공공용시설,"전라남도 광양시 진등6길 11 (마동, 금광블루빌아파트)",전라남도 광양시 마동 1019번지,57773.0,지하,3117.0,3778,2024-01-24 20:10:19,U,2024-01-26 02:40:00,34,57,19.15,127,41,13.74,34.95511885889371,127.6882454136622,1017187.090228,1662267.091435,전라남도
14422,4840000-S200900003,2009-03-03,,사용중,송보6차아파트 지하주차장 2층,공공용시설,"전라남도 광양시 진등6길 51 (마동, 송보파인빌6차아파트)",전라남도 광양시 마동 1031번지,57773.0,지하,13903.0,16852,2024-01-24 20:11:06,U,2024-01-26 02:40:00,34,57,18.85,127,41,34.34,34.955874176365455,127.69181763521593,1017513.079198,1662351.472583,전라남도
14423,4840000-S200900004,2009-03-03,,사용중,"송보파인빌1,3차아파트 지하주차장 2층",공공용시설,"전라남도 광양시 진등길 64 (마동, 송보파인빌뷰1차아파트)",전라남도 광양시 마동 1046번지,57778.0,지하,5040.0,6109,2024-01-24 20:11:55,U,2024-01-26 02:40:00,34,57,13.62,127,41,27.66,34.95388329200392,127.69058040567114,1017400.539909,1662130.476322,전라남도
14424,4840000-S200900005,2009-03-03,,사용중,송보5차아파트 지하주차장 2층,공공용시설,"전라남도 광양시 진등길 55-5 (마동, 송보파인빌5차아파트)",전라남도 광양시 마동 1055번지,57778.0,지하,15374.0,18635,2024-01-24 20:12:38,U,2024-01-26 02:40:00,34,57,13.68,127,41,20.47,34.95348713730714,127.68963139133,1017313.975359,1662086.379813,전라남도
14425,4840000-S200900006,2009-03-03,,사용중,우봉카이스트빌아파트 지하주차장 1층,공공용시설,"전라남도 광양시 오류로 100 (중동, 우봉카이스트빌)",전라남도 광양시 중동 1696번지 4호,57777.0,지하,2142.0,2596,2024-01-24 20:13:19,U,2024-01-26 02:40:00,34,56,49.34,127,41,48.57,34.94654314087418,127.6960978955556,1017905.899261,1661317.460407,전라남도
14426,4840000-S200900007,2009-03-03,,사용중,성호2차아파트2 지하주차장 1층,공공용시설,"전라남도 광양시 광장로 70 (중동, 성호2차아파트)",전라남도 광양시 중동 1666번지 2호,57792.0,지하,32530.0,39430,2024-01-24 20:14:00,U,2024-01-26 02:40:00,34,55,55.55,127,41,31.29,34.93265083218717,127.69150456769135,1017489.426303,1659776.055914,전라남도
14427,4840000-S200900008,2009-04-30,,사용중,어울림센터 지하주차장 1층,공공용시설,전라남도 광양시 광영로 74 (광영동),전라남도 광양시 광영동 789번지 3호,57715.0,지하,1296.0,1570,2024-10-17 17:38:49,U,2024-10-19 02:40:00,34,57,43.72,127,43,14.63,34.962117504942434,127.720914715387,1020168.136847,1663049.313288,전라남도
14428,4840000-S200900009,2009-04-30,,사용중,광양리치빌 지하 1층,공공용시설,전라남도 광양시 금영로 72 (광영동),전라남도 광양시 광영동 692번지 4호,57721.0,지하,608.8,608,2025-03-27 18:53:10,U,2025-03-29 02:40:00,34,57,34.76,127,43,17.46,34.95935790248858,127.72170093142252,1020240.592134,1662743.443926,전라남도
14429,4840000-S200900012,2009-04-30,2023-07-10,사용중지,한독연합의원,공공용시설,전라남도 광양시 영수3길 5 (광영동),전라남도 광양시 광영동 764번지 9호,57717.0,지하,148.61,180,2023-07-10 18:57:32,I,2023-07-28 01:14:45,34,57,49.3,127,43,3.06,34.963648476594486,127.71759934273,1019865.093981,1663218.427883,전라남도
14430,4840000-S200900013,2009-04-30,2023-07-10,사용중지,동광양농협,공공용시설,전라남도 광양시 광영로 70 (광영동),전라남도 광양시 광영동 800번지 3호,57715.0,지하,218.6,264,2023-07-10 18:56:12,I,2023-07-28 01:14:45,34,57,43.81,127,43,17.15,34.96211636866432,127.7213741877647,1020210.084163,1663049.280056,전라남도
14431,4840000-S200900014,2009-07-30,,사용중,칠성 e편한세상 지하주차장 1층,공공용시설,전라남도 광양시 광양읍 서북2길 115 (칠성e-편한세상),전라남도 광양시 광양읍 850번지 1호,57738.0,지하,9344.0,9344,2025-03-27 18:53:10,U,2025-03-29 02:40:00,34,58,33.05,127,34,31.78,34.975360885492165,127.57595315384056,1006932.928576,1664498.300134,전라남도
14432,4840000-S201300001,2013-06-14,,사용중,브라운스톤 가야 지하주차장 1층,공공용시설,"전라남도 광양시 가야로 345 (광영동, 브라운스톤가야)",전라남도 광양시 광영동 846번지,57719.0,지하,6749.0,6749,2025-03-27 18:53:10,U,2025-03-29 02:40:00,34,57,51.44,127,42,45.98,34.964677313971,127.71306433063914,1019450.839542,1663331.629979,전라남도
14433,4840000-S201300002,2009-04-30,2023-07-10,사용중지,동준빌라,공공용시설,전라남도 광양시 정수2길 55 (광영동),전라남도 광양시 광영동 794번지 6호,57715.0,지하,211.75,256,2023-07-10 18:55:24,I,2023-07-28 01:14:45,34,57,46.65,127,43,21.24,34.96294408872429,127.72261516378944,1020323.173369,1663141.322277,전라남도
14434,4840000-S201700001,2017-10-16,2024-11-21,사용중지,광양동부농협 옥곡지점 지하 1층,공공용시설,전라남도 광양시 옥곡면 옥진로 661 (옥곡농협),전라남도 광양시 옥곡면 1356번지,57726.0,지하,97.0,117,2024-11-21 18:11:19,U,2024-11-23 02:40:00,34,59,22.69,127,41,58.78,34.989508364299496,127.69967361117789,1018222.885466,1666082.771158,전라남도
14435,4840000-S202100001,2021-06-25,,사용중,태완노블리안 지하주자창 1층,공공용시설,"전라남도 광양시 마장1길 4(중동, 태완 노블리안)",전라남도 광양시 중동 1734 태완 노블리안,57786.0,지하,4605.0,5581,2024-01-24 20:14:44,U,2024-01-26 02:40:00,34,56,37.62,127,42,6.63,34.94373320778732,127.70185891243848,1018432.573175,1661006.898114,전라남도
14436,4840000-S202100002,2021-06-25,,사용중,진아리채1차 지하주차장 1층,공공용시설,"전라남도 광양시 중마중앙1길 65(중동, 중마동 진아리채)",전라남도 광양시 중동 1696-2 중마동 진아리채,57777.0,지하,1411.0,1710,2024-01-24 20:15:23,U,2024-01-26 02:40:00,34,56,59.14,127,41,47.32,34.949759838879714,127.6964771720071,1017939.830708,1661674.245624,전라남도
14437,4840000-S202100003,2021-06-25,,사용중,자연애아파트 지하주차장 1층,공공용시설,"전라남도 광양시 진등5길 1(마동, 광양 마동 자연애)",전라남도 광양시 마동 1026 광양 마동 자연애,57773.0,지하,4201.0,5092,2024-01-24 20:16:03,U,2024-01-26 02:40:00,34,57,17.21,127,41,20.21,34.95479198251928,127.68910945004598,1017266.0467,1662230.991127,전라남도
14438,4840000-S202100004,2021-06-25,,사용중,중마우림필유 지하주차장 2층,공공용시설,"전라남도 광양시 눈소4길 65(마동, 광양중마 우림필유 아파트)",전라남도 광양시 마동 1161 광양중마 우림필유 아파트,57798.0,지하,29737.0,36044,2024-01-24 20:16:52,U,2024-01-26 02:40:00,34,56,22.96,127,42,32.5,34.93971194718263,127.70902904286793,1019088.240263,1660562.303542,전라남도
14439,4840000-S202100005,2021-06-28,,사용중,신원아르시스 지하주차장 1층,공공용시설,"전라남도 광양시 진등길 80(마동, 신원아르시스아파트)",전라남도 광양시 마동 1033 신원아르시스아파트,57773.0,지하,6156.0,7461,2024-01-24 20:17:55,U,2024-01-26 02:40:00,34,57,20.12,127,41,26.33,34.95558892500452,127.69064604278162,1017406.172189,1662319.63491,전라남도
14440,4840000-S202100006,2021-06-24,,사용중,덕진광양의봄프리미엄2(1) 지하주차장 1층,공공용시설,전라남도 광양시 옥곡면 광영의암2로 2(광양의 봄 프리미엄2),전라남도 광양시 옥곡면 신금리 1876 광양의 봄 프리미엄2,57716.0,지하,26935.0,32648,2024-10-21 13:17:08,U,2024-10-23 02:40:00,34,58,0.38,127,43,13.78,34.9667910656104,127.72054233337956,1020132.997383,1663567.516638,전라남도
14441,4840000-S202100007,2021-06-24,,사용중,덕진광양의봄프리미엄2(2) 지하주차장 1층,공공용시설,전라남도 광양시 옥곡면 광영의암2로 2(광양의 봄 프리미엄2),전라남도 광양시 옥곡면 신금리 1876 광양의 봄 프리미엄2,57716.0,지하,7489.0,9077,2024-10-21 13:17:50,U,2024-10-23 02:40:00,34,58,0.38,127,43,13.78,34.9667910656104,127.72054233337956,1020132.997383,1663567.516638,전라남도
14442,4840000-S202100008,2021-06-25,,사용중,덕례수시아아파트 지하주차장 1층,공공용시설,전라남도 광양시 광양읍 서산길 43(수시아아파트),전라남도 광양시 광양읍 덕례리 1822 수시아아파트,57761.0,지하,6156.0,7461,2024-10-17 19:33:23,U,2024-10-19 02:40:00,34,58,10.62,127,34,2.6,34.96961599072303,127.56738971087202,1006151.695358,1663860.655395,전라남도
14443,4840000-S202100009,2021-06-25,,사용중,송보7차아파트 지하주차장 2층,공공용시설,전라남도 광양시 광양읍 와룡길 33(광양송보파인빌7차아파트),전라남도 광양시 광양읍 용강리 907 광양송보파인빌7차아파트,57747.0,지하,23000.0,27878,2024-10-17 19:34:07,U,2024-10-19 02:40:00,34,58,10.91,127,36,42.8,34.969696539833535,127.6118899257133,1010213.905809,1663873.230487,전라남도
14444,4840000-S202100010,2021-06-24,,사용중,e편한세상 지하주차장 2층,공공용시설,"전라남도 광양시 시청로 62(중동, e편한세상 광양)",전라남도 광양시 중동 1309-1 e편한세상 광양,57786.0,지하,6010.0,7284,2024-01-24 20:18:29,U,2024-01-26 02:40:00,34,56,22.1,127,41,54.96,34.939526218447924,127.6987441512254,1018149.077898,1660539.79299,전라남도
14445,4840000-S202300001,2023-05-08,2023-06-14,사용중지,정담센터,공공용시설,"전라남도 광양시 다압면 섬진강매화로 2144, 정담센터",전라남도 광양시 다압면 고사리 1409-1,57709.0,지상,4383.0,5312,2023-06-14 13:40:59,I,2023-07-28 01:14:45,0,0,0.0,0,0,0.0,35.123356707360095,127.69203283320137,1017496.986164,1680924.843636,전라남도
14446,4840000-S202400001,2024-01-15,,사용중,훙한에르가 아파트 103동 ~ 105동 지하주차장 1층,공공용시설,"전라남도 광양시 광양읍 서산길 5, 103동 (흥한에르가)",전라남도 광양시 광양읍 덕례리 1844 흥한에르가,57760.0,지하,3864.0,4683,2024-10-18 13:15:52,U,2024-10-20 02:40:00,34,58,9.78,127,33,48.32,34.96938285697,127.56342255682,1005789.5685426944,1663834.5648932378,전라남도
14447,4840000-S202400002,2024-01-15,,사용중,성황 다목적체육관 지하주차장 1층,공공용시설,전라남도 광양시 성황도이로 66-22 (도이동),전라남도 광양시 도이동 267-1,57767.0,지하,3349.82,4059,2024-12-19 16:29:11,U,2024-12-21 02:40:00,34,56,11.16,127,41,0.61,34.9364325311939,127.683503040946,1016757.905498893,1660194.0587668584,전라남도
14448,4840000-S202400003,2024-01-15,,사용중,기가타운 지하 1층 및 2층 주차장,공공용시설,"전라남도 광양시 희망길 12-7, 기가타운 (금호동)",전라남도 광양시 금호동 624-19 기가타운,57801.0,지하,15362.14,18620,2024-10-17 17:45:34,U,2024-10-19 02:40:00,34,56,11.52,127,43,29.54,34.9365336386002,127.724871282385,1020535.7261535776,1660212.981104509,전라남도
14449,4850000-S198100001,1992-12-24,,사용중,KT담양지사(지하 1층),공공용시설,전라남도 담양군 담양읍 추성로 1372,전라남도 담양군 담양읍 31번지,57345.0,지하,438.0,530,2023-06-01 21:06:35,I,2023-07-28 01:14:45,35,19,10.06,126,59,18.48,35.320011156844735,126.98825714219142,953484.943219,1702837.101444,전라남도
14450,4850000-S198400004,1992-06-04,,사용중,비둘기아파트(지하 1층),공공용시설,전라남도 담양군 담양읍 지침6길 43 (비둘기아파트),전라남도 담양군 담양읍 지침리 106-1 비둘기아파트,57345.0,지하,341.0,341,2025-03-27 18:52:35,U,2025-03-29 02:40:00,35,19,2.0,126,59,12.03,35.31720888175571,126.98693481013458,953363.139351,1702526.94072,전라남도
14451,4850000-S199100001,1991-04-16,,사용중,담양문화회관(지하 1층),공공용시설,전라남도 담양군 담양읍 지침6길 29,전라남도 담양군 담양읍 지침리 112-6,57344.0,지하,362.0,362,2025-03-27 18:52:35,U,2025-03-29 02:40:00,35,18,59.12,126,59,7.96,35.31632353471764,126.98576172957824,953255.997658,1702429.305284,전라남도
14452,4850000-S199100002,1992-01-28,,사용중,담양군청 구내식당(민원동 지하1층),공공용시설,전라남도 담양군 담양읍 추성로 1371,전라남도 담양군 담양읍 객사리 99-1,57339.0,지하,486.0,486,2025-03-27 18:52:35,U,2025-03-29 02:40:00,35,19,12.92,126,59,17.46,35.32026747871542,126.9882294644061,953482.574216,1702865.541441,전라남도
14453,4850000-S199100003,1991-08-17,,사용중,한국농어촌공사 담양지사(지하 1층),공공용시설,"전라남도 담양군 담양읍 삼거리길 12-27, 한국농촌공사담양지사",전라남도 담양군 담양읍 백동리 342-3 한국농촌공사담양지사,57347.0,지하,363.0,363,2025-03-27 18:52:35,U,2025-03-29 02:40:00,35,18,37.01,126,58,56.33,35.31027974651821,126.98231389703088,952939.087706,1701760.659866,전라남도
14454,4850000-S199200001,1992-11-14,2024-07-22,사용중지,담양군 산림조합(지하 1층),공공용시설,"전라남도 담양군 담양읍 삼거리길 12-21, 담양군산림조합",전라남도 담양군 담양읍 백동리 342-7 담양군산림조합,57347.0,지하,194.0,235,2024-07-22 16:38:01,U,2024-07-24 02:40:00,35,18,36.68,126,58,58.13,35.31018781898312,126.9828129266473,952984.399846,1701750.227979,전라남도
